ins,strt,to,t,mk,dc,out,ru,pre,lb,ub,opt,dev
J120_2_2,default,600000.0,544648.0,83,1605162,SAT,65.85727525486563,73,75.0,75.0,75.0,-10.666666666666668
J120_2_5,default,600000.0,560427.0,107,990937,SAT,68.00253445271662,56,103.0,103.0,103.0,-3.8834951456310676
J120_2_6,default,600000.0,527873.0,95,1500392,SAT,70.62200956937798,86,92.0,92.0,92.0,-3.260869565217391
J120_30_2,default,600000.0,560860.0,297,2932993,SAT,23.005970064793594,91,,,,
J120_30_5,default,600000.0,416577.0,90,794627,SAT,74.60837887067396,61,,,,
J120_35_9,default,600000.0,560258.0,101,625801,SAT,72.15492137449039,83,,,,
J120_39_1,default,600000.0,582040.0,119,394861,SAT,77.96982429335371,114,,,,
J120_40_5,default,600000.0,586201.0,618,903071,SAT,13.449506265040245,104,,,,
J120_40_6,default,600000.0,589323.0,1082,1107272,SAT,5.727742120304752,93,,,,
J120_41_6,default,600000.0,465385.0,111,576936,SAT,66.72182386468101,35,,,,
J120_41_7,default,600000.0,496350.0,115,2420985,SAT,64.98669032830523,46,,,,
J120_42_5,default,600000.0,583406.0,130,1466904,SAT,62.01398601398601,63,,,,
J120_42_7,default,600000.0,553068.0,701,1247763,SAT,9.760874295800189,102,,,,
J120_43_1,default,600000.0,587127.0,783,2647985,SAT,7.976485613402449,111,,,,
J120_43_2,default,600000.0,592259.0,1148,876352,SAT,5.8028455284552845,66,,,,
J120_43_3,default,600000.0,581702.0,943,2048091,SAT,6.493571049840933,88,,,,
J120_44_7,default,600000.0,582828.0,857,1333129,SAT,6.861712724478471,105,,,,
J120_45_2,default,600000.0,578203.0,928,2701838,SAT,5.455779054916985,78,,,,
J120_48_10,default,600000.0,566851.0,585,2180765,SAT,16.777152386908483,114,,,,
J120_49_4,default,600000.0,577527.0,814,1155538,SAT,9.440062071641018,111,,,,
J120_49_9,default,600000.0,596209.0,100,1125331,SAT,72.68421052631578,47,,,,
J120_4_1,default,600000.0,560866.0,722,1838212,SAT,6.221793395374895,91,74.0,74.0,74.0,-875.6756756756756
J120_4_5,default,600000.0,577988.0,85,1567018,SAT,58.6046511627907,77,74.0,74.0,74.0,-14.864864864864865
J120_4_6,default,600000.0,565591.0,291,2467320,SAT,17.42819566416359,96,90.0,90.0,90.0,-223.33333333333334
J120_54_1,default,600000.0,598321.0,240,1290195,SAT,40.29810298102981,99,,,,
J120_54_10,default,600000.0,585430.0,648,770343,SAT,13.449013317779723,85,,,,
J120_55_8,default,600000.0,580192.0,1081,774347,SAT,7.72673210231027,90,,,,
J120_5_1,default,600000.0,588768.0,1170,3216163,SAT,3.4853801169590644,82,92.0,92.0,92.0,-1171.7391304347825
J120_5_2,default,600000.0,594707.0,742,600281,SAT,5.873239791420007,121,80.0,80.0,80.0,-827.5
J120_5_5,default,600000.0,562179.0,354,1583423,SAT,9.51198129748685,95,77.0,77.0,77.0,-359.7402597402597
J120_5_6,default,600000.0,578408.0,1041,1028286,SAT,4.284538022701876,79,88.0,88.0,88.0,-1082.9545454545455
J120_5_7,default,600000.0,596207.0,869,857289,SAT,4.943044439559871,72,84.0,84.0,84.0,-934.5238095238095
J120_60_10,default,600000.0,587648.0,101,780301,SAT,71.98946495634785,66,,,,
J120_7_2,default,600000.0,539360.0,138,675500,SAT,73.3013363448146,83,113.0,114.0,,
J120_8_7,default,600000.0,547701.0,105,963858,SAT,73.37547408343869,111,87.0,87.0,87.0,-20.689655172413794
J120_9_10,default,600000.0,594800.0,729,2109649,SAT,9.61389181314533,117,84.0,84.0,84.0,-767.8571428571429
J120_9_3,default,600000.0,568287.0,94,568259,SAT,72.33117483811286,85,87.0,87.0,87.0,-8.045977011494253
J30_13_1,default,600000.0,482810.0,62,847712,SAT,76.40300486080424,11,58.0,58.0,58.0,-6.896551724137931
J30_13_10,default,600000.0,84181.0,65,222901,SAT,69.0909090909091,9,64.0,64.0,64.0,-1.5625
J30_13_2,default,600000.0,489194.0,69,1055066,SAT,73.91304347826086,13,62.0,62.0,62.0,-11.29032258064516
J30_13_3,default,600000.0,239918.0,76,331730,SAT,75.86348684210526,3,76.0,76.0,76.0,0.0
J30_13_4,default,600000.0,283209.0,72,447019,SAT,72.66414141414141,3,72.0,72.0,72.0,0.0
J30_13_5,default,600000.0,456597.0,72,884914,SAT,72.5076103500761,8,67.0,67.0,67.0,-7.462686567164178
J30_13_6,default,600000.0,213745.0,68,522573,SAT,74.3921568627451,8,64.0,64.0,64.0,-6.25
J30_13_7,default,600000.0,206780.0,80,356804,SAT,68.75,0,77.0,77.0,77.0,-3.896103896103896
J30_13_8,default,600000.0,451925.0,113,471406,SAT,66.57478601479761,10,106.0,106.0,106.0,-6.60377358490566
J30_13_9,default,600000.0,521440.0,72,681955,SAT,73.8425925925926,8,71.0,71.0,71.0,-1.4084507042253522
J30_14_2,default,600000.0,466202.0,54,1182309,SAT,73.9057239057239,1,53.0,53.0,53.0,-1.8867924528301887
J30_14_3,default,600000.0,84322.0,59,278019,SAT,71.34052388289676,5,58.0,58.0,58.0,-1.7241379310344827
J30_14_7,default,600000.0,199536.0,52,413606,SAT,75.54144884241971,8,50.0,50.0,50.0,-4.0
J30_14_9,default,600000.0,275645.0,46,614715,SAT,75.5781683626272,5,46.0,46.0,46.0,0.0
J30_15_5,default,600000.0,483406.0,58,793072,SAT,78.92904509283821,5,58.0,58.0,58.0,0.0
J30_21_6,default,600000.0,76777.0,75,173818,SAT,53.68553459119497,5,76.0,76.0,76.0,1.3157894736842104
J30_21_9,default,600000.0,14046.0,68,115072,SAT,55.07769145394007,4,69.0,69.0,69.0,1.4492753623188406
J30_25_1,default,600000.0,261277.0,92,427173,SAT,56.62625418060201,6,93.0,93.0,93.0,1.0752688172043012
J30_25_2,default,600000.0,107730.0,75,298950,SAT,61.77777777777778,1,75.0,75.0,75.0,0.0
J30_25_3,default,600000.0,494636.0,75,951278,SAT,66.22950819672131,7,76.0,76.0,76.0,1.3157894736842104
J30_25_4,default,600000.0,31507.0,82,104508,SAT,60.0375234521576,5,81.0,81.0,81.0,-1.2345679012345678
J30_25_5,default,600000.0,69346.0,73,250287,SAT,62.16034134291489,6,72.0,72.0,72.0,-1.3888888888888888
J30_25_6,default,600000.0,422127.0,59,925375,SAT,73.8082627118644,8,58.0,58.0,58.0,-1.7241379310344827
J30_25_7,default,600000.0,149057.0,94,404082,SAT,60.61963419186264,9,95.0,95.0,95.0,1.0526315789473684
J30_25_8,default,600000.0,340355.0,70,713088,SAT,71.66276346604215,4,69.0,69.0,69.0,-1.4492753623188406
J30_25_9,default,600000.0,497836.0,82,1203974,SAT,58.78969167050161,3,84.0,84.0,84.0,2.380952380952381
J30_26_6,default,600000.0,23816.0,53,102863,SAT,62.34800838574424,7,53.0,53.0,53.0,0.0
J30_29_1,default,600000.0,422568.0,85,792773,SAT,75.95825426944972,7,85.0,85.0,85.0,0.0
J30_29_10,default,600000.0,59915.0,76,249865,SAT,67.86022433132011,6,76.0,76.0,76.0,0.0
J30_29_2,default,600000.0,338882.0,92,529410,SAT,69.59972394755003,7,90.0,90.0,90.0,-2.2222222222222223
J30_29_3,default,600000.0,158364.0,82,405250,SAT,70.90592334494772,8,78.0,78.0,78.0,-5.128205128205128
J30_29_4,default,600000.0,199306.0,106,335593,SAT,69.0793754066363,9,103.0,103.0,103.0,-2.912621359223301
J30_29_5,default,600000.0,249806.0,104,363152,SAT,71.9419924337957,8,98.0,98.0,98.0,-6.122448979591836
J30_29_6,default,600000.0,286395.0,100,628884,SAT,67.6875,9,92.0,92.0,92.0,-8.695652173913043
J30_29_7,default,600000.0,502944.0,75,1147180,SAT,72.82051282051282,8,73.0,73.0,73.0,-2.73972602739726
J30_29_8,default,600000.0,266603.0,87,480463,SAT,73.75748745345638,14,80.0,80.0,80.0,-8.75
J30_29_9,default,600000.0,392703.0,105,546284,SAT,71.26715092816788,18,97.0,97.0,97.0,-8.24742268041237
J30_30_10,default,600000.0,453223.0,52,982506,SAT,75.53113553113553,5,53.0,53.0,53.0,1.8867924528301887
J30_30_7,default,600000.0,160687.0,69,397761,SAT,77.21417069243157,7,68.0,68.0,68.0,-1.4705882352941175
J30_30_9,default,600000.0,243554.0,46,588159,SAT,73.84117858426158,6,46.0,46.0,46.0,0.0
J30_37_1,default,600000.0,71047.0,79,304342,SAT,52.53164556962025,10,79.0,79.0,79.0,0.0
J30_37_3,default,600000.0,32882.0,81,218452,SAT,46.3545306312602,3,81.0,81.0,81.0,0.0
J30_37_4,default,600000.0,27966.0,83,90594,SAT,52.83634538152611,6,83.0,83.0,83.0,0.0
J30_37_7,default,600000.0,58109.0,95,271320,SAT,43.522267206477736,6,92.0,92.0,92.0,-3.260869565217391
J30_41_10,default,600000.0,121466.0,99,436785,SAT,60.11019283746556,10,99.0,99.0,99.0,0.0
J30_41_2,default,600000.0,191522.0,88,557712,SAT,56.55901116427432,4,89.0,89.0,89.0,1.1235955056179776
J30_41_5,default,600000.0,226295.0,97,544833,SAT,64.26116838487972,4,99.0,99.0,99.0,2.0202020202020203
J30_41_6,default,600000.0,108440.0,104,389217,SAT,55.92621664050236,8,103.0,103.0,103.0,-0.9708737864077669
J30_41_7,default,600000.0,77293.0,92,267075,SAT,60.988142292490124,4,92.0,92.0,92.0,0.0
J30_41_8,default,600000.0,110539.0,87,237337,SAT,68.66303690260132,6,88.0,88.0,88.0,1.1363636363636365
J30_41_9,default,600000.0,156658.0,92,316017,SAT,60.573122529644266,3,92.0,92.0,92.0,0.0
J30_45_1,default,600000.0,303558.0,82,788075,SAT,70.47939444911691,2,82.0,82.0,82.0,0.0
J30_45_10,default,600000.0,584025.0,89,1152774,SAT,67.91087411921539,4,90.0,90.0,90.0,1.1111111111111112
J30_45_2,default,600000.0,309635.0,128,611846,SAT,58.95010964912281,8,125.0,125.0,125.0,-2.4
J30_45_4,default,600000.0,403523.0,83,1001563,SAT,71.74504469490867,2,84.0,84.0,84.0,1.1904761904761905
J30_45_5,default,600000.0,119379.0,86,372531,SAT,69.58855098389982,6,86.0,86.0,86.0,0.0
J30_45_6,default,600000.0,516354.0,132,829906,SAT,62.63085399449035,7,129.0,129.0,129.0,-2.3255813953488373
J30_45_7,default,600000.0,123448.0,103,213793,SAT,65.06588072122052,8,101.0,101.0,101.0,-1.9801980198019802
J30_45_8,default,600000.0,51106.0,94,147189,SAT,60.13437849944009,5,94.0,94.0,94.0,0.0
J30_45_9,default,600000.0,45084.0,84,158362,SAT,67.70833333333334,6,82.0,82.0,82.0,-2.4390243902439024
J30_46_2,default,600000.0,440057.0,66,529327,SAT,74.60474308300395,2,67.0,67.0,67.0,1.4925373134328357
J30_46_7,default,600000.0,318715.0,60,938318,SAT,68.97590361445783,1,59.0,59.0,59.0,-1.694915254237288
J30_5_2,default,600000.0,221267.0,81,598757,SAT,51.053013798111834,5,82.0,82.0,82.0,1.2195121951219512
J30_5_4,default,600000.0,105872.0,61,703199,SAT,68.1845780206436,11,63.0,63.0,63.0,3.1746031746031744
J30_5_6,default,600000.0,49698.0,64,128193,SAT,57.35452586206896,11,64.0,64.0,64.0,0.0
J30_5_7,default,600000.0,137958.0,75,466821,SAT,54.1025641025641,10,76.0,76.0,76.0,1.3157894736842104
J30_5_8,default,600000.0,99638.0,66,477810,SAT,63.04713804713805,9,67.0,67.0,67.0,1.4925373134328357
J30_9_1,default,600000.0,66189.0,83,256073,SAT,64.40845348607544,14,83.0,83.0,83.0,0.0
J30_9_10,default,600000.0,279310.0,89,612586,SAT,66.33155923516657,20,88.0,88.0,88.0,-1.1363636363636365
J30_9_2,default,600000.0,239457.0,94,592003,SAT,60.77880369329587,9,92.0,92.0,92.0,-2.1739130434782608
J30_9_3,default,600000.0,64436.0,68,182840,SAT,66.29318394024276,4,68.0,68.0,68.0,0.0
J30_9_4,default,600000.0,194821.0,71,398737,SAT,71.73549773215565,7,71.0,71.0,71.0,0.0
J30_9_6,default,600000.0,129713.0,59,449458,SAT,67.18293395675043,8,59.0,59.0,59.0,0.0
J30_9_7,default,600000.0,92458.0,64,319736,SAT,66.07521186440678,7,63.0,63.0,63.0,-1.5873015873015872
J30_9_8,default,600000.0,413961.0,89,874804,SAT,66.87330492057342,10,91.0,91.0,91.0,2.197802197802198
J30_9_9,default,600000.0,100229.0,61,308539,SAT,67.66534765404182,6,63.0,63.0,63.0,3.1746031746031744
J60_13_1,default,600000.0,532444.0,145,496478,SAT,75.89655172413792,70,104.0,112.0,,
J60_13_2,default,600000.0,488111.0,141,614286,SAT,73.4918648310388,62,101.0,106.0,,
J60_13_3,default,600000.0,571064.0,109,970243,SAT,76.4838045309867,46,82.0,88.0,,
J60_13_4,default,600000.0,425974.0,131,706960,SAT,77.67778224186421,66,97.0,103.0,,
J60_13_5,default,600000.0,557422.0,130,596435,SAT,76.67832167832168,83,93.0,97.0,,
J60_13_6,default,600000.0,496833.0,116,454488,SAT,78.27392483533514,53,90.0,94.0,,
J60_13_7,default,600000.0,572875.0,106,688852,SAT,78.17141710156564,44,80.0,87.0,,
J60_13_8,default,600000.0,573494.0,159,722136,SAT,75.7686932215234,82,112.0,120.0,,
J60_14_10,default,600000.0,531570.0,75,608553,SAT,79.66666666666666,21,72.0,72.0,72.0,-4.166666666666666
J60_14_2,default,600000.0,596801.0,69,1701066,SAT,76.33152173913044,30,65.0,65.0,65.0,-6.153846153846154
J60_14_3,default,600000.0,209602.0,68,443321,SAT,78.06612841214917,34,61.0,61.0,61.0,-11.475409836065573
J60_14_4,default,600000.0,316161.0,71,855598,SAT,79.2508675239845,33,65.0,65.0,65.0,-9.230769230769232
J60_17_8,default,600000.0,229094.0,83,608469,SAT,50.393883225208526,15,85.0,85.0,85.0,2.3529411764705883
J60_1_6,default,600000.0,83672.0,66,563722,SAT,51.76767676767676,26,66.0,66.0,66.0,0.0
J60_1_7,default,600000.0,417127.0,71,3399343,SAT,52.73564463705309,18,72.0,72.0,72.0,1.3888888888888888
J60_21_1,default,600000.0,299790.0,106,901953,SAT,62.01495194019224,20,103.0,103.0,103.0,-2.912621359223301
J60_21_10,default,600000.0,587978.0,79,2669235,SAT,67.34177215189874,17,80.0,80.0,80.0,1.25
J60_21_2,default,600000.0,495525.0,107,1165651,SAT,67.5356615838662,20,108.0,108.0,108.0,0.9259259259259258
J60_21_4,default,600000.0,581946.0,100,1915677,SAT,62.140350877192986,18,95.0,95.0,95.0,-5.263157894736842
J60_21_5,default,600000.0,563176.0,89,2028545,SAT,65.8908507223114,21,89.0,89.0,89.0,0.0
J60_21_6,default,600000.0,381604.0,83,1378248,SAT,69.89993873800286,24,84.0,84.0,84.0,1.1904761904761905
J60_21_7,default,600000.0,498178.0,106,1468344,SAT,62.69718527683267,29,103.0,103.0,103.0,-2.912621359223301
J60_21_8,default,600000.0,340401.0,110,894757,SAT,63.82126348228043,21,110.0,110.0,110.0,0.0
J60_21_9,default,600000.0,572247.0,106,942672,SAT,67.68867924528303,52,89.0,89.0,89.0,-19.101123595505616
J60_22_4,default,600000.0,599037.0,568,2821848,SAT,9.119718309859156,56,73.0,73.0,73.0,-678.082191780822
J60_25_1,default,600000.0,537765.0,127,907355,SAT,67.71653543307087,29,114.0,114.0,114.0,-11.403508771929824
J60_25_10,default,600000.0,547612.0,121,998106,SAT,66.95331695331696,35,108.0,108.0,108.0,-12.037037037037036
J60_25_2,default,600000.0,412458.0,124,928456,SAT,69.89247311827957,53,98.0,98.0,98.0,-26.53061224489796
J60_25_3,default,600000.0,553409.0,124,1030729,SAT,73.35203366058906,37,113.0,113.0,113.0,-9.734513274336283
J60_25_4,default,600000.0,550669.0,122,1038640,SAT,73.69816779170685,40,108.0,108.0,108.0,-12.962962962962962
J60_25_5,default,600000.0,599634.0,456,1326837,SAT,21.99021103483346,123,97.0,98.0,,
J60_25_6,default,600000.0,587450.0,151,1352119,SAT,69.37785654323291,82,105.0,112.0,,
J60_25_7,default,600000.0,580857.0,104,991754,SAT,71.11263736263737,26,90.0,90.0,90.0,-15.555555555555555
J60_25_8,default,600000.0,593431.0,116,1135426,SAT,71.66981577704298,42,99.0,99.0,99.0,-17.17171717171717
J60_25_9,default,600000.0,476269.0,111,738738,SAT,72.3536036036036,28,99.0,99.0,99.0,-12.121212121212121
J60_26_3,default,600000.0,408398.0,75,690047,SAT,68.36904761904762,22,76.0,76.0,76.0,1.3157894736842104
J60_26_4,default,600000.0,256309.0,67,609306,SAT,73.9348710990502,18,67.0,67.0,67.0,0.0
J60_26_9,default,600000.0,512276.0,66,975491,SAT,71.52178721521787,14,65.0,65.0,65.0,-1.5384615384615385
J60_29_2,default,600000.0,521371.0,158,626270,SAT,71.21183916604616,40,123.0,133.0,,
J60_29_4,default,600000.0,564373.0,174,695766,SAT,71.03605731380885,59,126.0,134.0,,
J60_29_5,default,600000.0,518776.0,145,538271,SAT,72.53448275862068,58,102.0,110.0,,
J60_29_7,default,600000.0,596274.0,385,783055,SAT,32.90979290979291,96,114.0,123.0,,
J60_29_8,default,600000.0,452731.0,120,494459,SAT,72.51851851851852,30,96.0,103.0,,
J60_29_9,default,600000.0,473103.0,126,573500,SAT,77.5026455026455,23,105.0,112.0,,
J60_30_10,default,600000.0,593759.0,106,1143527,SAT,72.03504043126685,51,86.0,86.0,86.0,-23.25581395348837
J60_30_2,default,600000.0,543981.0,75,780329,SAT,78.48533333333333,22,70.0,70.0,70.0,-7.142857142857142
J60_30_5,default,600000.0,465432.0,81,706554,SAT,74.85202097074243,25,76.0,76.0,76.0,-6.578947368421052
J60_30_7,default,600000.0,486623.0,91,631861,SAT,75.95604395604396,17,86.0,86.0,86.0,-5.813953488372093
J60_32_3,default,600000.0,596883.0,465,991231,SAT,9.223834342865192,59,85.0,85.0,85.0,-447.05882352941177
J60_32_6,default,600000.0,597962.0,527,1043880,SAT,8.103282936483646,38,93.0,93.0,93.0,-466.6666666666667
J60_32_7,default,600000.0,599306.0,533,1786466,SAT,8.661506406328076,94,76.0,76.0,76.0,-601.3157894736843
J60_37_1,default,600000.0,145851.0,96,421201,SAT,64.79166666666667,24,97.0,97.0,97.0,1.0309278350515463
J60_37_10,default,600000.0,258868.0,95,533157,SAT,67.17860224331321,15,96.0,96.0,96.0,1.0416666666666665
J60_37_2,default,600000.0,357994.0,95,789670,SAT,60.23193577163247,18,95.0,95.0,95.0,0.0
J60_37_3,default,600000.0,584499.0,163,1265225,SAT,60.154988698740716,56,139.0,139.0,139.0,-17.26618705035971
J60_37_4,default,600000.0,514516.0,100,1567749,SAT,63.76666666666667,18,101.0,101.0,101.0,0.9900990099009901
J60_37_5,default,600000.0,591767.0,96,952161,SAT,67.61532738095238,16,98.0,98.0,98.0,2.0408163265306123
J60_37_6,default,600000.0,427245.0,102,1330557,SAT,64.65686274509804,20,102.0,102.0,102.0,0.0
J60_37_7,default,600000.0,370132.0,121,781784,SAT,61.41800782949108,31,110.0,110.0,110.0,-10.0
J60_37_8,default,600000.0,246811.0,91,701538,SAT,67.45710429920956,17,93.0,93.0,93.0,2.1505376344086025
J60_38_2,default,600000.0,532964.0,77,1370016,SAT,63.89902232598862,11,76.0,76.0,76.0,-1.3157894736842104
J60_41_1,default,600000.0,538818.0,133,906184,SAT,71.9985447489692,24,122.0,122.0,122.0,-9.01639344262295
J60_41_10,default,600000.0,559941.0,135,1161484,SAT,70.91871091871091,57,111.0,111.0,111.0,-21.62162162162162
J60_41_2,default,600000.0,578039.0,124,885350,SAT,67.45391705069125,21,113.0,113.0,113.0,-9.734513274336283
J60_41_3,default,600000.0,499485.0,115,1056001,SAT,72.92435973793926,42,89.0,98.0,,
J60_41_4,default,600000.0,449450.0,143,572125,SAT,70.69815430471168,31,133.0,133.0,133.0,-7.518796992481203
J60_41_6,default,600000.0,554940.0,148,919178,SAT,67.77871621621621,34,134.0,134.0,134.0,-10.44776119402985
J60_41_7,default,600000.0,485813.0,147,732113,SAT,65.86167800453515,34,132.0,132.0,132.0,-11.363636363636363
J60_41_8,default,600000.0,587672.0,161,1176716,SAT,64.21177166518781,40,135.0,135.0,135.0,-19.25925925925926
J60_42_3,default,600000.0,597468.0,80,1082649,SAT,75.79545454545455,17,,,,
J60_42_4,default,600000.0,496607.0,103,1050906,SAT,67.190797804981,21,,,,
J60_42_7,default,600000.0,453096.0,58,1398579,SAT,72.16300940438872,8,,,,
J60_42_8,default,600000.0,488839.0,82,1257912,SAT,75.77489837398373,11,,,,
J60_43_6,default,600000.0,592815.0,144,979679,SAT,35.962680237489394,71,,,,
J60_45_1,default,600000.0,568770.0,116,704395,SAT,73.54590776900706,31,,,,
J60_45_5,default,600000.0,383408.0,134,413398,SAT,76.12922230950511,55,,,,
J60_45_7,default,600000.0,571758.0,156,1156794,SAT,70.84650509308044,51,,,,
J60_46_1,default,600000.0,271891.0,79,465552,SAT,74.6547756041427,24,,,,
J60_46_10,default,600000.0,505750.0,99,903518,SAT,75.65924734066327,37,,,,
J60_46_3,default,600000.0,356528.0,84,516654,SAT,70.12987012987013,17,,,,
J60_46_4,default,600000.0,153085.0,77,192823,SAT,72.96600458365164,17,,,,
J60_46_5,default,600000.0,282349.0,93,491701,SAT,72.69359356645883,19,,,,
J60_46_8,default,600000.0,241531.0,79,571642,SAT,77.72151898734178,17,,,,
J60_46_9,default,600000.0,195953.0,73,742183,SAT,74.32914242822292,21,,,,
J60_47_3,default,600000.0,598599.0,314,1053699,SAT,18.292327546729943,58,,,,
J60_5_1,default,600000.0,180346.0,80,342831,SAT,70.54924242424242,20,76.0,76.0,76.0,-5.263157894736842
J60_5_10,default,600000.0,541268.0,87,996798,SAT,68.69412515964241,32,81.0,81.0,81.0,-7.4074074074074066
J60_5_2,default,600000.0,573925.0,113,880763,SAT,65.44320324967359,30,106.0,106.0,106.0,-6.60377358490566
J60_5_3,default,600000.0,460540.0,82,894462,SAT,71.16212338593975,29,80.0,80.0,80.0,-2.5
J60_5_4,default,600000.0,551387.0,72,1814314,SAT,74.59677419354838,24,72.0,72.0,72.0,0.0
J60_5_5,default,600000.0,512036.0,114,893189,SAT,65.32779316712835,36,108.0,108.0,108.0,-5.555555555555555
J60_5_6,default,600000.0,286670.0,73,886512,SAT,71.54598825831702,17,74.0,74.0,74.0,1.3513513513513513
J60_5_7,default,600000.0,494836.0,80,862998,SAT,73.4375,22,75.0,75.0,75.0,-6.666666666666667
J60_5_8,default,600000.0,197604.0,82,647419,SAT,68.48625629113434,25,78.0,78.0,78.0,-5.128205128205128
J60_6_6,default,600000.0,48926.0,55,239118,SAT,66.26262626262627,19,55.0,55.0,55.0,0.0
J60_9_1,default,600000.0,515756.0,104,1055795,SAT,72.43589743589743,52,82.0,87.0,,
J60_9_10,default,600000.0,357747.0,111,812965,SAT,75.6391526661797,41,93.0,93.0,93.0,-19.35483870967742
J60_9_2,default,600000.0,490437.0,88,1007473,SAT,75.59153175591533,26,82.0,82.0,82.0,-7.317073170731707
J60_9_3,default,600000.0,445779.0,112,638755,SAT,78.10304449648712,43,100.0,100.0,100.0,-12.0
J60_9_4,default,600000.0,413811.0,101,651293,SAT,70.51110516457051,28,87.0,87.0,87.0,-16.091954022988507
J60_9_5,default,600000.0,262795.0,98,448364,SAT,77.49659863945578,38,82.0,85.0,,
J60_9_6,default,600000.0,451404.0,141,721960,SAT,68.65434863755132,62,105.0,111.0,,
J60_9_9,default,600000.0,564948.0,117,930188,SAT,72.29892614507999,44,99.0,99.0,99.0,-18.181818181818183
J90_10_3,default,600000.0,599211.0,756,938448,SAT,9.384082271406214,90,112.0,112.0,112.0,-575.0
J90_10_5,default,600000.0,584279.0,605,1149206,SAT,8.381542699724518,67,78.0,78.0,78.0,-675.6410256410256
J90_12_1,default,600000.0,582917.0,408,1462005,SAT,7.090505012294307,75,71.0,71.0,71.0,-474.6478873239437
J90_12_3,default,600000.0,583998.0,134,1099668,SAT,24.509445778102496,48,93.0,93.0,93.0,-44.086021505376344
J90_13_10,default,600000.0,596334.0,665,696536,SAT,19.175210754158122,95,112.0,120.0,,
J90_14_10,default,600000.0,593548.0,87,948084,SAT,74.58202716823406,52,85.0,85.0,85.0,-2.3529411764705883
J90_14_4,default,600000.0,320813.0,89,374356,SAT,75.20521627758049,55,88.0,88.0,88.0,-1.1363636363636365
J90_14_5,default,600000.0,581720.0,214,682596,SAT,27.997707635337683,63,84.0,84.0,84.0,-154.76190476190476
J90_15_8,default,600000.0,586096.0,86,1177379,SAT,61.84362832789645,45,82.0,82.0,82.0,-4.878048780487805
J90_17_10,default,600000.0,234253.0,88,845383,SAT,61.9926948051948,27,89.0,89.0,89.0,1.1235955056179776
J90_17_3,default,600000.0,597994.0,291,1482614,SAT,18.584414144773305,95,89.0,89.0,89.0,-226.9662921348315
J90_17_4,default,600000.0,589561.0,564,1333262,SAT,9.375,83,94.0,94.0,94.0,-500.0
J90_18_4,default,600000.0,581228.0,322,1578296,SAT,12.24180268669652,47,98.0,98.0,98.0,-228.57142857142856
J90_1_1,default,600000.0,588872.0,700,1924805,SAT,8.721938775510205,98,73.0,73.0,73.0,-858.904109589041
J90_1_3,default,600000.0,436773.0,66,1316572,SAT,66.56034024455077,26,66.0,66.0,66.0,0.0
J90_1_4,default,600000.0,314848.0,86,1480213,SAT,59.66952264381885,47,86.0,86.0,86.0,0.0
J90_1_8,default,600000.0,537783.0,95,2734761,SAT,62.52268602540835,35,95.0,95.0,95.0,0.0
J90_1_9,default,600000.0,512888.0,71,876307,SAT,60.734101579172005,26,72.0,72.0,72.0,1.3888888888888888
J90_21_10,default,600000.0,553765.0,126,1359587,SAT,71.15299823633157,76,109.0,109.0,109.0,-15.59633027522936
J90_21_2,default,600000.0,567537.0,141,1733021,SAT,70.06232538147432,79,116.0,116.0,116.0,-21.551724137931032
J90_21_3,default,600000.0,397117.0,142,658094,SAT,68.78912363067292,61,124.0,124.0,124.0,-14.516129032258066
J90_21_4,default,600000.0,495980.0,107,1008136,SAT,69.59416207911919,42,106.0,106.0,106.0,-0.9433962264150944
J90_21_6,default,600000.0,354085.0,127,683675,SAT,66.88657161098106,52,106.0,106.0,106.0,-19.81132075471698
J90_21_7,default,600000.0,594810.0,309,841539,SAT,29.643046901415254,85,105.0,109.0,,
J90_21_9,default,600000.0,579876.0,510,1641541,SAT,19.207035755478664,98,121.0,121.0,121.0,-321.4876033057851
J90_22_3,default,600000.0,298708.0,84,541597,SAT,64.0117994100295,39,83.0,83.0,83.0,-1.2048192771084338
J90_24_10,default,600000.0,585688.0,504,1714779,SAT,6.579061497094283,64,89.0,89.0,89.0,-466.29213483146066
J90_24_2,default,600000.0,596499.0,502,1397124,SAT,7.643783839002963,73,92.0,92.0,92.0,-445.65217391304344
J90_25_2,default,600000.0,590996.0,728,821940,SAT,17.64873057976506,118,123.0,131.0,,
J90_25_3,default,600000.0,584584.0,555,942328,SAT,22.053105737316265,106,115.0,123.0,,
J90_25_5,default,600000.0,564095.0,149,655561,SAT,73.00434267666799,97,109.0,114.0,,
J90_26_1,default,600000.0,573779.0,520,1569802,SAT,10.54246331702979,72,90.0,90.0,90.0,-477.77777777777777
J90_26_2,default,600000.0,571576.0,94,1154304,SAT,73.69508648400429,62,85.0,85.0,85.0,-10.588235294117647
J90_26_5,default,600000.0,562622.0,92,1390818,SAT,70.02851033499644,36,82.0,85.0,,
J90_26_7,default,600000.0,579950.0,94,1515733,SAT,66.58569274585358,54,82.0,82.0,82.0,-14.634146341463413
J90_26_8,default,600000.0,596670.0,666,846346,SAT,10.056160056160056,76,82.0,82.0,82.0,-712.1951219512196
J90_27_6,default,600000.0,587631.0,624,1697160,SAT,7.968078875439281,59,87.0,87.0,87.0,-617.2413793103449
J90_29_3,default,600000.0,593644.0,586,620903,SAT,25.580013038309623,121,135.0,144.0,,
J90_29_9,default,600000.0,581672.0,177,431017,SAT,75.56497175141243,109,118.0,127.0,,
